Hour,Fuel,Value
1336,Gas,4.490995578
1337,Gas,3.12761049
1338,Gas,13.784518770000002
1339,Gas,26.642270699999997
1340,Gas,26.642270699999997
1341,Gas,25.480898934000002
1342,Gas,11.818280046
1343,Gas,5.32845414
1350,Gas,2.83537851
1351,Gas,5.281296456
1352,Gas,11.731247718
1353,Gas,14.566626228
1354,Gas,14.177074626000001
1355,Gas,5.281296456
1356,Gas,14.177074626000001
1357,Gas,13.787614062000001
1358,Gas,13.787614062000001
1359,Gas,8.506226568
1360,Gas,3.614481714
1361,Gas,2.83537851
1362,Gas,12.496877298000001
1363,Gas,24.153564894
1364,Gas,24.153564894
1365,Gas,23.489988911999998
1366,Gas,10.32507477
1367,Gas,4.830749394
1374,Gas,3.12761049
1375,Gas,5.573437398
1376,Gas,13.191952428
1377,Gas,16.319562918
1378,Gas,15.637870374
1379,Gas,5.573437398
1380,Gas,15.637870374
1381,Gas,14.95617783
1382,Gas,14.95617783
1383,Gas,9.382740432
1384,Gas,4.490995578
1385,Gas,3.12761049
1386,Gas,13.784518770000002
1387,Gas,26.642270699999997
1388,Gas,26.642270699999997
1389,Gas,25.480898934000002
1390,Gas,11.818280046
1391,Gas,5.32845414
1398,Gas,2.83537851
1399,Gas,5.281296456
1400,Gas,11.731247718
1401,Gas,14.566626228
1402,Gas,14.177074626000001
1403,Gas,5.281296456
1404,Gas,14.177074626000001
1405,Gas,13.787614062000001
1406,Gas,13.787614062000001
1407,Gas,8.506226568
1408,Gas,3.614481714
1409,Gas,2.83537851
1410,Gas,12.496877298000001
1411,Gas,24.153564894
1412,Gas,24.153564894
1413,Gas,23.489988911999998
1414,Gas,10.32507477
1415,Gas,4.830749394
1422,Gas,3.12761049
1423,Gas,5.573437398
1424,Gas,13.191952428
1425,Gas,16.319562918
1426,Gas,15.637870374
1427,Gas,5.573437398
1428,Gas,15.637870374
1429,Gas,14.95617783
1430,Gas,14.95617783
1431,Gas,9.382740432
1432,Gas,4.490995578
1433,Gas,3.12761049
1434,Gas,13.784518770000002
1435,Gas,26.642270699999997
1436,Gas,26.642270699999997
1437,Gas,25.480898934000002
1438,Gas,11.818280046
1439,Gas,5.32845414
1446,Gas,2.83537851
1447,Gas,5.281296456
1448,Gas,11.731247718
1449,Gas,14.566626228
